time,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p99,total_downwards_force,xdisp,ydisp
0.0013225,0.48884136548967,0.48885012908147,0.48888290935575,0.48895985302527,0.48910500914305,0.48925257710761,0.48872135484958,0.48374138044971,0.45718535003807,0.34542912880351,1.1505101165216e-16,0.99653302062681,0.23962198784825,-0.04242355560375
0.0020113571875,0.49101326012455,0.49102566373993,0.49106870033792,0.49115217687606,0.49123503140951,0.49095857683336,0.48855482635702,0.47690812140269,0.43153005158424,0.29011624674546,9.6628121086394e-17,0.99848947347302,0.23887604242687,-0.042732206658277
0.0030590228625391,0.49263847905616,0.49265096354167,0.49268503919349,0.49269978393695,0.49245481263455,0.49090782355807,0.48428512462634,0.46106331195182,0.3937604084526,0.24208540505966,8.0630637186883e-17,0.99721665007085,0.23667411675009,-0.042910949684845
0.0046523913960641,0.49607975611727,0.49607049070402,0.49599187234306,0.49559558823812,0.49403692545943,0.48880664722834,0.47345334934902,0.43431126545397,0.34998133827556,0.2023078241514,6.7382041330409e-17,0.99727704049967,0.23418915992709,-0.043182795485376
0.007075705764489,0.49979982890309,0.49963534296883,0.49893643282061,0.4969125984874,0.49161289005831,0.4788813067571,0.4511044702185,0.39695523958439,0.30444612668975,0.16863148263224,5.6165566408497e-17,0.99726382204698,0.23113409781653,-0.043530496133756
0.010761264004567,0.50319690031933,0.50244716545966,0.49975557117449,0.49366080929279,0.48133217106392,0.45820372396756,0.41803320087503,0.35401860359519,0.26136487819302,0.14065827144044,4.6848615467146e-17,0.99679570586809,0.227099146165,-0.043934045411864
0.016366537392946,0.50167793663642,0.4997030018983,0.49325198768919,0.48074153193228,0.4595696855088,0.42632714031669,0.37734371739987,0.30965580815968,0.22225882732477,0.11721157182332,3.9039295737225e-17,0.99650219876479,0.22219163361496,-0.0444691940575
0.024891457557497,0.48778924002514,0.48436461298521,0.47373974211179,0.45491045427923,0.42638989503195,0.38650711724428,0.33382674965218,0.26764030857109,0.18842196753591,0.098099566652506,3.2673719281009e-17,0.99594037563975,0.21583431219711,-0.045119491484685
0.037856795512758,0.4525677205559,0.44825255912672,0.43519560496142,0.4130874336579,0.38152226291793,0.34015473868554,0.28888552665534,0.22804189685746,0.15851372421739,0.081808078467363,2.7247563694442e-17,0.99563686077541,0.20797210218372,-0.045975908535888
0.057575453875466,0.39318984148741,0.38889153270016,0.37602018874341,0.35464617032896,0.32491580783774,0.28709698000526,0.24162939431572,0.18916855259243,0.13061261775236,0.067103765718392,2.2350043721883e-17,0.9953011220779,0.19798501178749,-0.047044641606368
0.086143537750304,0.31829569111283,0.31464307781972,0.30374267206788,0.2857599087592,0.26097106236464,0.22976954642396,0.19267191689818,0.1503212126385,0.10348542448004,0.053049471612223,1.7669023448427e-17,0.99597940297204,0.18612914107611,-0.048291512259642
0.1161435377503,0.25646652029671,0.25348199288223,0.24458306626116,0.22992770233116,0.20977511518663,0.18448418393612,0.15451076601177,0.12040338735561,0.082796810834364,0.042403101472316,1.4123069871025e-17,0.99774831221588,0.17590290834579,-0.049333190160179
0.1461435377503,0.20619927080517,0.20378688158245,0.19659574563011,0.18475962107686,0.16849747215539,0.14811062674273,0.12397877432486,0.096554668247149,0.066357393574151,0.033964082505668,1.1312311922418e-17,0.9989290933262,0.16762547329609,-0.050159976794986
0.1761435377503,0.16556579186274,0.16362304950799,0.15783251989464,0.14830428179595,0.1352185733549,0.11882300599891,0.099428712974093,0.077405391486481,0.053175193264632,0.027205421339464,9.0612255497104e-18,0.99969155499019,0.16092901045003,-0.050816405874115
0.2061435377503,0.13281094301091,0.13124929576748,0.1265949572821,0.11893765258046,0.10842438561502,0.095256972736079,0.079688642623264,0.062019692592414,0.042592188241577,0.021783691556866,7.2554267783297e-18,1.0001675870505,0.15551834286095,-0.051337479072544
0.2361435377503,0.10639460288058,0.10514106609525,0.10140523141773,0.095259979942759,0.086824806045746,0.076263728670576,0.06378241716008,0.049624539336711,0.034067340294693,0.017416460572211,5.8008466604236e-18,1.0003742203124,0.1511395503395,-0.051748251161182
0.2661435377503,0.085173563851209,0.084168393865347,0.08117288796777,0.076246046352766,0.069484661679218,0.061021576089947,0.051023287642713,0.039686925966813,0.027236623092583,0.013919312782426,4.6360624614025e-18,1.000478457832,0.14761420464559,-0.052074638515643
0.2961435377503,0.06814629388279,0.067340953464304,0.064941051138816,0.060994228337589,0.055578681054321,0.048801721363082,0.040797805574044,0.031726054402571,0.021767299412786,0.011120701273445,3.7039375811272e-18,1.0005200509499,0.14477972563434,-0.052334070759467
0.3261435377503,0.054511136082327,0.053866347150978,0.051944940642495,0.048785284010813,0.044450367927012,0.039026614768005,0.032622243547419,0.02536521333721,0.017400774338129,0.0088886644108866,2.9605199661398e-18,1.0005296488003,0.1425024484361,-0.052540225596394
0.3561435377503,0.043585566636314,0.043069644201256,0.041532282022552,0.039004322530028,0.035536411604468,0.03119801833393,0.026076088849661,0.020273352991287,0.013906307882142,0.0071029082729398,2.3657436919255e-18,1.0005120924754,0.1406748112369,-0.052703998544671
0.3861435377503,0.034835639585286,0.034423048249652,0.033193618789333,0.03117211080288,0.028399187620888,0.024930614772286,0.020836158478396,0.016198199698344,0.011110083121629,0.00567422412995,1.8898962827863e-18,1.0004781787351,0.13920897554685,-0.052834068129057
0.4161435377503,0.027831566266604,0.027501772183475,0.026519076049943,0.024903332466373,0.022687152324699,0.019915249680096,0.016643543559119,0.01293802737035,0.008873421479711,0.0045316269306401,1.5093349672224e-18,1.0004354997548,0.13803423167253,-0.052937343824022
0.4461435377503,0.022228521263949,0.021965019416359,0.02117986642396,0.019888966905923,0.018118445907045,0.015904118997639,0.013290763199043,0.010331199003522,0.0070851958017695,0.0036182143395441,1.2051074603372e-18,1.0003896876242,0.13709311501035,-0.053019324104591
0.4761435377503,0.017739400172837,0.017528972422123,0.016901975692979,0.015871154169209,0.01445744520807,0.012689554349359,0.010603371064379,0.0082412342530851,0.0056510583068423,0.0028853316839075,9.6100850074638e-19,1.0003323245214,0.13633737289738,-0.053083951156798
0.5061435377503,0.014152934486296,0.013984951828017,0.013484434082455,0.012661584141994,0.011533166570809,0.010122167200318,0.0084573258851224,0.006572550747241,0.0045062243246521,0.002300413918721,7.6619174961967e-19,1.0002815688291,0.13573285522708,-0.053135301964303
0.5361435377503,0.011289021920802,0.011154961673178,0.010755524248492,0.010098872340265,0.0091984198965465,0.0080725600576179,0.0067442922874553,0.0052407561848898,0.003592681603564,0.0018337669517799,6.1076708749882e-19,1.0002377817871,0.13524956146291,-0.053176119087317
0.5661435377503,0.0090051636577959,0.0088982018932373,0.0085795083339264,0.0080556059907064,0.0073372141655395,0.0064390291895605,0.0053794236582955,0.0041800699840729,0.0028654957040525,0.0014625796575711,4.8713688335516e-19,1.0002014303105,0.13486322437199,-0.053208552993605
0.5961435377503,0.0071820716740785,0.0070967519823338,0.0068425429302634,0.0064246538558129,0.0058516450876594,0.0051352514748925,0.0042901401635918,0.0033336071547367,0.0022852183533875,0.0011664019411935,3.8848988732416e-19,1.0001701489559,0.13455456061016,-0.053234319716706
0.6261435377503,0.0057269566124869,0.0056589148167558,0.0054561862449916,0.0051229294295095,0.0046659778025586,0.004094697927268,0.0034207947820554,0.002658067611429,0.0018221206930601,0.00093003408718661,3.0976357718424e-19,1.0001432685948,0.13430799799858,-0.053254783774602
0.6561435377503,0.0045657374176329,0.0045114867252358,0.0043498492238633,0.0040841435276874,0.0037198227018651,0.0032643604014009,0.0027270943817845,0.0021190301003837,0.0014526077385338,0.00074143645598162,2.4694794741818e-19,1.0001202498401,0.13411111823339,-0.053271032347943
0.6861435377503,0.0036393754294958,0.0035961289310409,0.0034672784555105,0.003255471250854,0.0029650570782723,0.002601996909501,0.0021737373795759,0.001689053103328,0.0011578593908608,0.000590998172404,1.9684193355429e-19,1.0001006865149,0.13395391750795,-0.053283930458283
